;Grid_Code;buildings_total_units;n_occupied_by_owner;n_ownership_with_current_household;n_owned_without_current_household;n_rented_for_residential_purposes;n_rented_with_current_household;n_rented_without_current_household;n_vacation_and_leisure;n_vacant;n_diplomatic_army;n_commercial_use;we_private_individuals;we_private_companies_legal_entities;we_public_companies;we_housing_cooperative;we_does_not_apply_since_no_condominium;w_less_30;w_30_60;w_60_100;w_100_and_more;w_gewerblich;r_1;r_2;r_3;r_4;r_5;r_6;r_7_and_more;r_gewerblich;gs_buildings_with_living_space;gs_residential_buildings;gs_residential_buildings_no_dormitories;gs_dormitory;gs_other_building_with_living_space;j_before_1919;j_1919_1948;j_1949_1978;j_1979_1995;j_1996_2008;j_2009_and_later;e_community_of_apartment_owners;e_private_persons;e_housing_cooperative;e_municipality_housing_company;e_private_housing_company;e_other_private_company;e_federal_or_state_government;e_nonprofit_organization;gt_detached_house;gt_semidetached_house;gt_terraced_house;gt_other_type_of_building;gg_detached_single_family_house;gg_onefamily_semidetached;gg_onefamily_terraced_house;gg_detached_twofamily;gg_twofamily_semidetached_house;gg_twofamily_terraced_house;gg_apartment_3_6;gg_apartment_7_12;gg_apartment_13;gg_other_building_type;h_district;h_floor;h_block;h_central;h_stoves_night;h_no_heating;z_1_apart;z_2_apart;z_3_6_apart;z_7_12_apart;z_13_and_more_apart
11234;100mN33315E42410;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11235;100mN33315E42411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11236;100mN33315E42412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11237;100mN33315E42413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11238;100mN33315E42414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11239;100mN33315E42415;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11240;100mN33315E42416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11412;100mN33316E42399;94;0;26;0;0;67;0;0;0;0;0;38;0;0;0;56;0;48;44;0;0;0;0;27;60;6;0;0;0;0;0;94;0;0;0;0;93;0;0;0;38;0;0;52;0;0;0;0;0;0;94;0;0;0;0;0;0;0;38;55;0;0;26;0;55;12;0;0;0;0;38;55;0
11413;100mN33316E42400;65;0;23;0;0;37;0;0;5;0;0;18;0;0;0;47;0;36;20;6;0;0;9;19;25;6;3;4;0;0;0;65;0;0;0;0;65;0;0;0;18;39;0;0;0;0;0;6;0;3;47;15;0;0;5;0;3;19;15;7;0;15;0;25;0;35;5;0;5;22;15;7;16
11414;100mN33316E42401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11415;100mN33316E42402;24;0;20;0;0;4;0;0;0;0;0;0;0;0;0;24;0;0;8;14;0;0;0;0;3;9;6;4;0;0;0;24;0;0;0;0;24;0;0;0;0;22;0;0;0;0;0;0;0;0;24;0;0;0;24;0;0;0;0;0;0;0;0;3;0;22;0;0;24;0;0;0;0
11416;100mN33316E42403;25;0;21;0;0;4;0;0;0;0;0;0;0;0;0;25;0;0;3;16;0;0;0;0;0;9;7;6;0;0;0;25;0;0;0;0;25;0;0;0;0;25;0;0;0;0;0;0;3;0;22;0;3;0;22;0;0;0;0;0;0;0;3;0;0;23;0;0;25;0;0;0;0
11417;100mN33316E42404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11418;100mN33316E42405;11;0;4;0;0;6;0;0;0;0;0;0;0;0;0;11;0;0;8;0;0;0;0;4;3;3;0;0;0;0;0;11;0;0;0;0;8;3;0;0;0;9;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;3;9;0;0;0;0;4;0;5;0;0;0;3;9;0;0
11419;100mN33316E42406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11420;100mN33316E42407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11421;100mN33316E42408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11422;100mN33316E42409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11423;100mN33316E42410;51;0;0;0;0;28;0;0;20;0;0;0;0;0;0;51;23;10;16;0;0;24;6;5;11;5;0;0;0;0;0;27;23;0;0;4;43;0;0;0;0;23;0;0;25;0;0;0;0;13;13;24;0;0;0;0;0;0;0;22;0;24;0;0;0;48;0;0;3;0;0;22;24
11424;100mN33316E42411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11425;100mN33316E42412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11426;100mN33316E42413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11427;100mN33316E42414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11428;100mN33316E42415;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11429;100mN33316E42416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11605;100mN33317E42398;82;0;30;0;0;52;0;0;0;0;0;37;0;0;0;44;0;13;65;0;0;0;0;20;35;25;0;0;0;0;0;82;0;0;0;0;82;0;0;0;38;0;8;35;0;0;0;0;0;8;68;6;0;0;0;0;0;0;44;32;0;6;41;0;39;0;0;0;0;0;50;32;0
11606;100mN33317E42399;72;0;45;0;0;23;0;0;3;0;0;71;0;0;0;0;0;20;50;3;0;0;4;28;36;3;0;0;0;0;0;72;0;0;0;0;72;0;0;0;72;0;0;0;0;0;0;0;0;0;72;0;0;0;0;0;0;0;16;0;55;0;37;0;0;34;0;0;0;0;16;0;55
11607;100mN33317E42400;37;0;10;0;0;26;0;0;0;0;0;14;0;0;0;23;0;22;13;0;0;0;19;9;4;0;0;0;0;0;0;37;0;0;0;0;37;0;0;0;14;0;0;0;0;15;0;0;22;0;15;0;0;0;0;0;0;0;0;0;35;0;19;0;0;18;0;0;0;0;0;0;35
11608;100mN33317E42401;27;0;18;0;0;8;0;0;0;0;0;27;0;0;0;0;0;0;25;0;0;0;0;9;15;3;0;0;0;0;0;27;0;0;0;0;27;0;0;0;27;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;18;9;0;0;0;0;0;27;0;0;0;0;18;9;0
11609;100mN33317E42402;44;0;18;0;0;26;0;0;0;0;0;25;0;0;0;19;4;3;27;10;0;5;0;13;12;4;5;4;0;0;0;44;0;0;0;0;44;0;0;0;25;16;0;0;0;0;0;0;0;0;44;0;0;0;11;0;0;0;0;33;0;0;3;0;7;34;0;0;11;0;0;33;0
11610;100mN33317E42403;11;0;9;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;9;0;0;0;0;0;4;5;0;0;0;0;11;0;0;0;0;11;0;0;0;0;11;0;0;0;0;0;0;0;0;10;0;0;0;10;0;0;0;0;0;0;0;0;0;0;10;0;0;11;0;0;0;0
11611;100mN33317E42404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11612;100mN33317E42405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11613;100mN33317E42406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11614;100mN33317E42407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11615;100mN33317E42408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11616;100mN33317E42409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11617;100mN33317E42410;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11618;100mN33317E42411;62;0;3;0;0;58;0;0;0;0;0;21;0;0;0;41;16;25;13;6;0;20;15;14;9;4;0;0;0;0;0;39;0;23;0;8;50;3;0;0;21;34;0;0;0;0;0;0;0;8;41;11;0;0;0;0;0;0;13;17;21;11;0;9;0;48;0;0;0;0;16;24;21
11619;100mN33317E42412;11;0;3;0;0;7;0;0;3;0;0;0;0;0;0;11;0;6;3;0;0;0;0;4;4;3;0;0;0;0;0;6;0;5;0;0;11;0;0;0;0;11;0;0;0;0;0;0;0;4;7;0;0;0;0;0;0;0;10;0;0;0;0;6;0;5;0;0;0;0;10;0;0
11620;100mN33317E42413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11621;100mN33317E42414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11622;100mN33317E42415;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11800;100mN33318E42397;78;0;0;0;0;75;0;0;0;0;0;0;0;0;0;77;0;57;20;0;0;0;0;31;40;4;0;0;0;0;0;78;0;0;0;0;77;0;0;0;0;7;0;67;0;0;0;0;5;5;68;0;0;0;0;0;0;0;44;33;0;0;0;0;64;8;0;0;0;0;44;33;0
11801;100mN33318E42398;72;0;11;0;0;60;0;0;0;0;0;16;0;0;0;56;0;4;62;0;0;0;0;16;33;19;0;0;0;0;0;72;0;0;0;0;72;0;0;0;16;0;0;46;0;0;0;0;0;0;71;0;0;0;0;0;0;0;19;0;52;0;14;0;43;0;0;0;0;0;19;0;52
11802;100mN33318E42399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11803;100mN33318E42400;92;0;24;0;0;65;0;0;3;0;0;5;43;0;0;44;0;64;20;3;0;3;35;23;19;5;6;3;0;0;0;91;0;0;0;0;90;0;0;0;48;44;0;0;0;0;0;0;0;0;91;0;0;0;6;0;0;32;21;0;31;0;0;14;0;73;3;0;7;32;21;0;31
11804;100mN33318E42401;47;0;21;0;0;25;0;0;0;0;0;24;6;0;0;17;0;16;23;7;0;3;4;13;16;5;5;3;0;0;0;45;0;3;0;0;47;0;0;0;30;17;0;0;0;0;0;0;0;0;45;0;0;0;11;0;0;3;13;19;0;0;0;6;0;39;0;0;11;4;13;19;0
11805;100mN33318E42402;9;0;7;0;0;3;0;0;0;0;0;0;0;0;0;9;0;0;3;6;0;0;0;0;0;6;0;0;0;0;0;9;0;0;0;0;9;0;0;0;0;8;0;0;0;0;0;0;0;0;7;0;0;0;7;0;0;0;0;0;0;0;0;0;0;9;0;0;9;0;0;0;0
11806;100mN33318E42403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11807;100mN33318E42404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11808;100mN33318E42405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11809;100mN33318E42406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11810;100mN33318E42407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11811;100mN33318E42408;8;0;0;0;0;7;0;0;0;0;0;0;0;0;0;8;0;0;6;0;0;0;0;3;3;3;0;0;0;0;0;6;0;3;0;0;8;0;0;0;0;5;0;0;0;0;0;0;0;0;6;3;0;0;0;0;0;0;5;0;0;3;0;0;0;8;0;0;3;0;5;0;0
11812;100mN33318E42409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11813;100mN33318E42410;4;0;0;0;0;4;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;4;0;0;0;3;0;0;0;0;0;3;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;3;0;0;0;0;4;0;0
11814;100mN33318E42411;121;0;31;3;0;79;0;3;4;0;0;45;0;0;0;76;3;57;43;17;0;3;11;54;21;21;4;7;0;0;0;111;0;10;31;11;77;0;0;0;45;74;0;0;0;0;0;0;0;0;117;4;0;0;4;0;0;6;86;21;0;4;0;48;0;73;0;0;4;8;88;21;0
11815;100mN33318E42412;130;0;31;0;0;93;3;0;3;0;0;14;0;0;0;115;10;75;32;13;0;7;23;54;27;4;7;8;0;0;0;130;0;0;5;8;117;0;0;0;15;104;0;0;0;0;0;8;0;6;124;0;0;0;13;0;0;21;56;9;31;0;0;35;0;93;0;0;13;21;56;9;31
11816;100mN33318E42413;52;0;3;0;0;50;0;0;0;0;0;0;0;0;0;51;3;27;19;3;0;3;5;8;9;24;4;0;0;0;0;42;0;10;3;0;48;0;0;0;0;19;29;0;0;0;0;0;0;0;51;0;0;0;0;0;0;0;22;28;0;0;31;5;0;15;0;0;0;3;22;28;0
11817;100mN33318E42414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11998;100mN33319E42396;29;0;6;0;0;21;0;0;3;0;0;10;0;0;0;19;3;10;12;6;0;3;3;12;8;3;0;0;0;0;0;15;0;14;0;0;28;0;0;0;10;17;0;0;0;3;0;0;3;5;20;0;0;0;3;0;3;3;17;5;0;0;0;3;0;27;0;0;3;4;17;5;0
11999;100mN33319E42397;36;0;0;0;0;35;0;0;0;0;0;5;11;0;0;19;0;22;9;0;0;0;0;15;17;0;0;0;0;0;0;35;0;0;0;0;36;0;0;0;17;0;6;7;5;0;0;0;0;0;36;0;0;0;0;0;0;0;29;6;0;0;0;0;20;15;0;0;0;0;29;6;0
12000;100mN33319E42398;134;0;3;0;0;129;0;0;0;0;0;5;0;0;0;129;51;38;40;0;0;61;27;21;17;6;0;0;0;0;0;134;0;0;0;0;134;0;0;0;5;6;0;110;0;0;0;0;99;13;20;3;0;0;3;0;0;3;6;0;120;3;0;6;109;11;0;0;3;3;6;0;120
12001;100mN33319E42399;38;0;10;0;0;25;0;0;3;0;0;5;0;0;0;33;0;14;15;9;0;0;3;21;7;3;4;3;0;0;0;38;0;0;0;0;38;0;0;0;5;33;0;0;0;0;0;0;0;0;38;0;0;0;5;0;0;16;17;0;0;0;3;13;0;22;0;0;5;16;17;0;0
12002;100mN33319E42400;88;0;16;0;0;67;0;0;4;0;0;16;0;0;0;72;0;31;45;10;0;0;5;37;33;4;4;5;0;0;0;80;0;8;0;0;88;0;0;0;16;68;0;0;0;0;0;0;0;0;88;0;0;0;8;0;0;18;62;0;0;0;8;33;0;46;0;0;8;18;62;0;0
12003;100mN33319E42401;61;0;41;0;0;20;0;0;0;0;0;12;0;0;0;49;0;8;32;17;0;0;3;10;20;15;9;4;0;0;0;54;0;7;0;0;61;0;0;0;12;49;0;0;0;0;0;0;0;0;55;4;0;0;36;0;0;8;11;0;0;4;0;11;0;47;3;0;38;8;15;0;0
12004;100mN33319E42402;40;0;24;0;0;16;0;0;0;0;0;6;0;0;0;33;0;7;9;18;0;0;0;8;8;18;3;4;0;0;0;40;0;0;0;0;35;0;3;0;7;32;0;0;0;0;0;0;7;3;29;3;0;0;21;0;3;8;4;0;0;3;0;6;3;30;0;0;22;12;4;0;0
12005;100mN33319E42403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12006;100mN33319E42404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12007;100mN33319E42405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12008;100mN33319E42406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12009;100mN33319E42407;49;0;17;0;0;30;0;0;3;0;0;16;0;0;0;33;7;19;14;8;0;3;6;20;4;4;7;5;0;0;0;49;0;0;6;3;39;0;0;0;16;32;0;0;0;0;0;0;0;0;48;0;0;0;16;0;0;15;9;8;0;0;0;6;0;42;0;0;16;16;9;8;0
12010;100mN33319E42408;79;0;21;0;0;55;0;0;3;0;0;15;0;0;0;64;5;44;14;10;0;4;13;31;16;3;6;6;0;0;0;74;0;5;5;10;63;0;0;0;15;61;0;0;0;0;0;0;0;0;77;0;0;0;12;0;0;10;29;26;0;0;0;39;0;40;0;0;12;10;30;26;0
12011;100mN33319E42409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12012;100mN33319E42410;48;0;0;0;0;44;3;0;0;0;0;45;0;0;0;3;0;41;4;3;0;0;41;3;0;0;0;0;0;0;0;3;46;0;0;3;0;44;0;0;45;3;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;44;0;0;0;0;48;0;0;0;0;0;0;44
12013;100mN33319E42411;153;0;25;0;0;126;0;0;0;0;0;38;0;0;0;115;7;96;36;13;0;5;13;78;42;7;4;4;0;0;0;149;0;3;20;14;115;4;0;0;38;108;0;0;0;0;0;0;3;10;141;0;0;0;7;0;0;12;109;25;0;0;0;75;0;73;4;0;7;12;109;25;0
12014;100mN33319E42412;120;0;24;0;0;95;0;0;0;0;0;23;0;0;0;97;0;71;31;18;0;0;14;60;25;9;5;6;0;0;0;117;0;3;4;6;110;0;0;0;23;90;0;0;0;0;0;6;5;3;109;3;0;0;13;0;0;22;82;0;0;3;3;73;0;42;0;0;13;22;85;0;0
12015;100mN33319E42413;180;0;4;0;0;176;0;0;0;0;0;0;0;0;0;179;0;107;57;4;0;0;3;27;29;118;0;3;0;0;0;180;0;0;50;0;117;0;3;0;0;24;145;0;0;0;0;0;0;0;179;0;0;0;0;0;0;3;59;118;0;0;153;0;0;19;0;0;0;3;59;118;0
12016;100mN33319E42414;78;0;0;0;0;74;0;0;3;0;0;0;0;0;0;77;0;31;43;6;0;0;0;0;17;44;9;0;0;0;0;78;0;0;8;4;66;0;0;0;0;0;59;0;0;0;0;0;0;0;77;0;0;0;6;0;0;4;18;49;0;0;70;0;0;3;0;0;7;4;18;49;0
12201;100mN33320E42395;44;0;11;0;0;33;0;0;0;0;0;0;0;0;0;44;3;12;16;7;0;3;3;10;15;8;3;4;0;0;0;44;0;0;0;0;44;0;0;0;0;39;0;0;0;0;0;0;9;6;29;0;0;0;14;0;0;0;29;0;0;0;0;8;0;36;0;0;14;0;29;0;0
12202;100mN33320E42396;47;0;4;0;0;43;0;0;0;0;0;4;0;0;0;43;4;16;24;0;0;3;11;19;11;0;0;0;0;0;0;46;0;0;5;0;41;0;0;0;4;12;0;0;28;0;0;0;0;0;46;0;0;0;0;0;0;0;12;33;0;0;0;0;0;45;0;0;0;0;12;33;0
12203;100mN33320E42397;63;0;28;0;0;29;3;0;4;0;0;32;0;0;0;31;0;16;39;13;0;0;3;20;26;6;3;5;0;0;0;61;0;3;0;0;62;0;0;0;32;29;0;0;0;0;0;0;0;4;54;5;0;0;8;0;3;11;27;10;0;5;16;21;0;25;0;0;9;13;31;10;0
12204;100mN33320E42398;56;0;30;0;0;24;0;0;0;0;0;42;5;0;0;9;3;26;27;0;0;3;4;26;17;6;0;0;0;0;0;56;0;0;0;0;55;0;0;0;47;0;0;8;0;0;0;0;0;0;55;0;0;0;0;0;0;0;0;55;0;0;0;0;13;39;0;0;0;0;0;55;0
